A;;;AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA
;;;Esta clase comprende todas las actividades de esparcimiento que no están incluidos en ninguna de las demás clases de esta división. Se incluyen, en otras actividades, las de contratación de actores y actrices para obras cinematográficas, de televisión o de teatro, de agencias de contratación de espectáculos teatrales y de otros tipos de espectáculos recreativos, la grabación de sonido (música, etc.) en discos gramofónicos o en cintas magnetofónica a cambio de una retribución o por contrata  de parques de recreo y playas (incluso el alquiler de casetas, sillas, etc.)  de pesca con fines de esparcimiento, juegos, de ferias y espectáculos de carácter recreativo, de instalaciones de transporte para fines recreativos, etc.
;;;Comprende  además la producción de otros tipos de entretenimiento no especificados en otra parte, tales como las actividades de salas de baile, discotecas e instructores de danza  las actividades de parques de diversión y centros similares  los espectáculos circenses, de títeres y de rodeo  las actividades de barracas de tiro al blanco, etc.
;;;Excluye:   El adiestramiento de perros guardianes y de agencias se incluye en la clase 7290 (Actividades empresariales  n.c.p.)
;95;;DEPORTE
;;9510;Actividades deportivas
;;;Esta clase incluye la organización y dirección de todo tipo de actividad deportiva al aire libre  bajo techo, con la participación de atletas, así como la explotación de las instalaciones en que se realizan tales actividades.  Se incluyen las organizaciones de equipos de fútbol, bolos, natación, boxeo, lucha, gimnasia, levantamiento de pesas, ajedrez, juegos de mesa, atletismo, tiro al blanco, etc. y la explotación de las instalaciones para practicar esos deportes, siempre que hayan sido diseñadas y se empleen especialmente para tal fin. Las instalaciones pueden ser  salas deportivas y estadios al aire libre y bajo techo, dotados o no de asientos y otras instalaciones para espectadores.
;;;Se incluyen además las actividades relacionadas con la promoción y producción de espectáculos deportivos y las que realizan por cuenta propia deportistas y atletas, jueces, árbitros, entrenadores, etc., así como las escuelas de deportes y las carreras de todo tipo.
;;;Excluye: El alquiler de equipo deportivo se incluye en la clase 7430 (Alquiler de efectos personales y enseres domésticos n.c.p.)
;;;Las actividades realizadas en parques y playas se incluyen en la clase 9439 (Otras actividades de recreación cultural).
;;9520;Actividades de recreación deportiva
;;;Esta clase incluye la organización, promoción  y dirección de toda recreación deportiva con fines de esparcimiento al aire libre o bajo techo,   con la participación de atletas, así como la explotación de las instalaciones en que se realizan tales actividades.  En ello se incluyen las actividades recreativas con minusválidos, gimnasia para la mujer y el niño, competencias de juegos de mesa, etc., dirigidos generalmente por un promotor de un área deportiva. Las instalaciones pueden ser salas deportivas y estadios al aire libre y bajo techo, dotados o no de asientos y otras instalaciones.
;;;También incluye la caza deportiva  y la pesca, así como el turismo deportivo y otras actividades de servicios conexos.
;;;Excluye: El alquiler de equipo deportivo se incluye en la clase 7430 (Alquiler de efectos personales y enseres domésticos n.c.p.)
;;;Las actividades realizadas en parques y playas se incluyen en la clase 9439 (Otras actividades de recreación cultural).
R;;;OTRAS ACTIVIDADES  DE  SERVICIOS  COMUNALES, DE  ASOCIACIONES  Y  PERSONALES
;;;(División  96 -99)
;96;;ELIMINACIÓN     DE    DESPERDICIOS    Y    AGUAS  RESIDUALES,  SANEAMIENTO  Y   SIMILARES
;;9600;Eliminación  de  desperdicios  y  aguas residuales, saneamiento  y similares
;;;En esta clase se incluyen la recolección de basura, desperdicios, trastos y desechos provenientes de hogares y de unidades industriales y comerciales, así como su transporte y eliminación mediante incineración y otros métodos, y la evacuación, por cloacas, alcantarillas y otros medios, de excrementos humanos, incluso su tratamiento y eliminación, es decir, entre otros se incluye el tratamiento de aguas residuales. 
;;;Las actividades de esta clase abarcan asimismo la reducción de desechos, la recolección de cenizas, la recolección de desperdicios utilizando recipientes colocados en lugares públicos, la remoción de escombros, la descarga de desperdicios en tierra firme y en el mar, el enterramiento y cubrimiento de desperdicios y fangos cloacales, el vaciamiento y la limpieza de retretes y fosos sépticos, el   mantenimiento de inodoros de acción química, así como las actividades de dilución, cribado, filtración, sedimentación, precipitación química, tratamiento de fangos activados y otros procesos de eliminación de cloacas y alcantarillas.
;;;También se incluyen el barrido y la limpieza con agua de calles, caminos, playas de estacionamiento, carreteras, pistas de aeropuertos,  etc.
;;;Se incluye además el control de contaminantes del aire, provengan de fuentes móviles o estáticas, generalmente producidos por combustibles fósiles.  Control y reducción de contaminantes del aire ambiental, especialmente en zonas urbanas. Segado y limpieza de áreas verdes urbanas.
;;;Control, amortiguamiento y reducción de ruidos procedentes de zonas urbanas.
;;;Protección del sistema ecológico de las costas, ríos, lagunas, etc., incluyendo sus respectivas fauna, flora y hábitat.  Estudio sobre la relación entre el medio ambiente y el clima, incluida la evaluación de desastres naturales y la reducción de sus consecuencias, así como otras protecciones del medio ambiente.
;;;Excluye: La lucha contra las plagas y las enfermedades agropecuarias se incluyen en la clase pertinente de la división 04 (Servicios  agrícolas, ganaderos y veterinarios).
;;;El reciclamiento de desechos se incluye en las clases 3950 (Reciclamiento de desperdicios y desechos metálicos) o en la clases 3960 (Reciclamiento de desperdicios y desechos no metálicos), en correspondencia con el producto que se transformará en nueva materia prima.
;;;La captación, depuración y distribución de agua se incluye en la clase 4230 (Captación, depuración y distribución de agua).
;;;La construcción y reparación de sistemas de alcantarillado se incluye en la clase 4520 (Construcción de edificios y obras de ingeniería civil).
;;;Las actividades de desinfección y exterminio realizadas en edificios se incluyen en la clase 7290 (Actividades empresariales n.c.p.)
;97;;ACTIVIDADES  DE  ASOCIACIONES  N.C.P.
;;9711;Actividades de organizaciones empresariales y profesionales
;;;En esta clase se incluyen las actividades de organizaciones cuyos miembros se interesan principalmente en el desarrollo y la prosperidad de un determinado ramo de actividad empresarial o comercial, incluso el concerniente al sector agropecuario, o en la situación y el crecimiento económico de una determinada zona geográfica o subdivisión política, independientemente del ramo de actividad.  Se incluyen las actividades de federaciones de asociaciones cuyos miembros comparten un mismo ramo de actividad y de las federaciones de asociaciones basadas en criterios territoriales cuyo fin es ampliar su alcance geográfico. Los principales servicios prestados consisten en la difusión de información, la representación ante organismos públicos, las relaciones públicas y la participación en negociaciones laborales. 
;;;Se incluyen las actividades de cámaras de comercio, gremios y organizaciones similares.
;;;Abarca además las actividades de organizaciones cuyos miembros se interesan principalmente en una disciplina científica, práctica profesional o esfera técnica concreta.
;;;Se incluyen las actividades de asociaciones de especialistas en el campo cultural, como escritores, pintores, artistas, periodistas, etc.
;;;Los miembros de estas organizaciones por lo general tienen  un grado considerable de educación, que a menudo es de nivel universitario o de un nivel técnico superior, aunque esto no es un requisito, porque en esta clase se incluyen también asociaciones profesionales de menor calificación.   Los principales servicios prestados por las organizaciones profesionales consisten en la difusión de información, el establecimiento y la fiscalización del cumplimiento de normas profesionales, la representación ante organismos públicos y las relaciones públicas.
